				Alberta	Alberta	Atlantic Canada	Atlantic Canada	British Columbia	British Columbia	North	North	Ontario	Ontario	Prairies	Prairies	Quebec	Quebec
There is high demand for short-term rentals in my area	Drivers	ADU	High Willingness, Low Capability	0	0	1	1	3	1	0	0	9	3	2	1	2	0
There is high demand for long-term rentals in my area	Drivers	ADU	High Willingness, Low Capability	5	1	4	3	10	3	0	0	27	4	3	1	3	1
I have access to incentive programs (e.g. federal, provincial or municipal) to build an ADU	Drivers	ADU	High Willingness, Low Capability	6	0	3	3	7	3	0	0	17	3	3	0	3	0
I have access to other financing opportunities (e.g. contributions from family) to build an ADU	Drivers	ADU	High Willingness, Low Capability	3	1	1	0	4	0	0	0	12	5	3	0	2	0
It would allow me to both downsize and continue living here as I grow older	Drivers	ADU	High Willingness, Low Capability	5	2	5	3	7	1	0	1	20	2	4	0	3	1
I would not be able to afford it within the next 5 years	Barriers	ADU	High Willingness, Low Capability	21	5	10	7	17	5	0	1	68	10	13	4	11	0
There are no financing options that would allow me to borrow money	Barriers	ADU	High Willingness, Low Capability	13	1	8	3	14	5	0	0	38	3	9	1	6	0
My property would not be suitable for it	Barriers	ADU	High Willingness, Low Capability	3	3	4	3	14	1	0	0	45	6	3	0	7	0
I don't know what the local regulations are about it	Barriers	ADU	High Willingness, Low Capability	19	3	11	12	16	8	0	0	76	17	13	4	15	1
Local regulations do not allow me to build it	Barriers	ADU	High Willingness, Low Capability	6	1	3	3	3	2	0	0	28	6	1	0	6	0
The information comes directly from other customers, e.g. online reviews or forums	Sources of Trust	ADU	High Willingness, Low Capability	6	4	5	7	7	1	0	1	29	8	3	1	5	1
I can verify the information myself through other sources	Sources of Trust	ADU	High Willingness, Low Capability	27	4	12	12	29	8	0	1	90	21	13	4	14	0
The information comes from a governmental organisation	Sources of Trust	ADU	High Willingness, Low Capability	13	2	10	4	21	4	0	1	48	7	7	2	10	0
The information comes from a non-profit organisation	Sources of Trust	ADU	High Willingness, Low Capability	2	0	8	2	9	2	0	0	32	5	7	1	6	1
The information comes from an expert or professional	Sources of Trust	ADU	High Willingness, Low Capability	16	2	9	9	23	9	0	0	63	7	12	3	13	1
The source of the information doesn’t have a financial or political motivation	Sources of Trust	ADU	High Willingness, Low Capability	21	3	11	6	23	8	0	0	71	13	11	2	11	0
The information is formatted and presented professionally	Sources of Trust	ADU	High Willingness, Low Capability	7	6	2	4	12	2	0	0	57	11	8	1	9	0
The information is presented in a visual way (e.g., videos, images, graphs)	Sources of Trust	ADU	High Willingness, Low Capability	13	3	6	3	10	5	0	0	38	11	5	1	6	0
Information about risks	Key Pieces of Information	ADU	High Willingness, Low Capability	14	5	9	7	19	5	0	1	54	9	11	1	8	0
Information about the financial benefits associated with the innovation	Key Pieces of Information	ADU	High Willingness, Low Capability	17	5	11	7	26	7	0	0	68	17	12	2	10	1
Information about the lifestyle, wellbeing or broader social benefits of the innovation	Key Pieces of Information	ADU	High Willingness, Low Capability	4	1	2	7	6	2	0	0	30	4	4	0	4	1
Testimonials from people who have previously adopted the innovation	Key Pieces of Information	ADU	High Willingness, Low Capability	8	2	6	5	15	3	0	0	39	8	5	1	6	0
Detailed information about the process and timelines	Key Pieces of Information	ADU	High Willingness, Low Capability	19	4	8	7	16	6	0	1	70	10	10	3	11	0
Information about the organisation providing the innovation	Key Pieces of Information	ADU	High Willingness, Low Capability	10	2	7	1	8	1	0	0	27	1	3	0	6	0
Information about ways to save money (e.g. incentive or rebate programs, additional perks)	Key Pieces of Information	ADU	High Willingness, Low Capability	19	3	8	4	13	7	0	0	45	15	13	2	12	0
Information about how the innovation complies with rules in your area	Key Pieces of Information	ADU	High Willingness, Low Capability	12	2	7	5	14	4	0	0	49	10	4	3	8	0
Information about the environmental impact of the innovation	Key Pieces of Information	ADU	High Willingness, Low Capability	2	1	5	2	5	1	0	1	24	3	0	2	3	0
Man	Gender	ADU	Low Willingness, High Capability	60	12	25	13	57	14	1	1	170	48	29	18	73	1
Woman	Gender	ADU	Low Willingness, High Capability	34	5	14	6	40	6	2	0	106	16	17	8	63	1
Non-binary	Gender	ADU	Low Willingness, High Capability	0	0	0	0	1	0	0	0	1	0	0	0	0	0
Prefer not to answer	Gender	ADU	Low Willingness, High Capability	1	0	0	0	0	0	0	0	0	0	0	0	0	0
25 to 34 years	Age Group	ADU	Low Willingness, High Capability	8	2	4	1	5	0	0	0	22	2	4	1	23	0
35 to 44 years	Age Group	ADU	Low Willingness, High Capability	14	3	3	2	13	3	2	0	38	4	7	7	22	0
45 to 54 years	Age Group	ADU	Low Willingness, High Capability	15	4	5	1	19	1	0	0	52	11	8	5	36	0
55 to 64 years	Age Group	ADU	Low Willingness, High Capability	19	3	7	6	22	4	0	0	75	18	9	6	26	0
65 to 74 years	Age Group	ADU	Low Willingness, High Capability	23	3	9	6	19	6	1	1	52	18	16	5	20	2
75 to 84 years	Age Group	ADU	Low Willingness, High Capability	11	1	9	2	16	5	0	0	32	11	2	2	5	0
85 years and over	Age Group	ADU	Low Willingness, High Capability	5	1	2	1	4	1	0	0	6	0	0	0	4	0
$100,001 - $130,000	Household Income	ADU	Low Willingness, High Capability	20	6	5	2	20	5	0	0	64	10	8	6	38	0
$40,000 - $70,000	Household Income	ADU	Low Willingness, High Capability	13	1	4	2	15	1	0	0	35	8	7	4	16	0
$70,001 - $100,000	Household Income	ADU	Low Willingness, High Capability	22	2	9	5	19	5	0	0	45	19	13	3	19	1
Less than $40,000	Household Income	ADU	Low Willingness, High Capability	2	1	1	3	5	3	0	0	18	3	3	2	7	0
More than $130,000	Household Income	ADU	Low Willingness, High Capability	32	6	12	6	32	3	3	1	93	23	11	7	48	0
Prefer not to answer	Household Income	ADU	Low Willingness, High Capability	6	1	8	1	7	3	0	0	22	1	4	4	8	1
Owners	Ownership Status	ADU	Low Willingness, High Capability	89	16	38	19	88	20	3	1	256	63	41	26	117	2
Non-Owners	Ownership Status	ADU	Low Willingness, High Capability	6	1	1	0	10	0	0	0	21	1	5	0	19	0
Single-family home	Type of Housing	ADU	Low Willingness, High Capability	70	16	35	18	63	18	1	1	197	59	38	25	90	2
Accessory Dwelling Unit	Type of Housing	ADU	Low Willingness, High Capability	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apartment (in a building with more than 12 units)	Type of Housing	ADU	Low Willingness, High Capability	1	0	0	0	6	0	0	0	7	0	3	0	2	0
Condominium	Type of Housing	ADU	Low Willingness, High Capability	10	0	1	0	14	0	0	0	29	0	4	0	10	0
Duplex, triplex or fourplex	Type of Housing	ADU	Low Willingness, High Capability	7	0	1	1	3	0	2	0	6	0	0	0	11	0
Larger multiplex (5 - 12 units)	Type of Housing	ADU	Low Willingness, High Capability	0	0	0	0	1	0	0	0	0	0	0	0	3	0
Mobile home	Type of Housing	ADU	Low Willingness, High Capability	0	0	0	0	1	1	0	0	1	1	0	1	0	0
Townhouse, row house or semi-detached house	Type of Housing	ADU	Low Willingness, High Capability	7	1	2	0	10	0	0	0	36	3	1	0	17	0
Other	Type of Housing	ADU	Low Willingness, High Capability	0	0	0	0	0	1	0	0	1	1	0	0	3	0
I live alone	Household Composition	ADU	Low Willingness, High Capability	11	1	2	3	22	5	0	0	41	7	6	5	20	0
Your spouse or common-law partner	Household Composition	ADU	Low Willingness, High Capability	75	16	35	16	71	15	3	1	213	55	33	21	106	2
Your parent(s) (including in-laws)	Household Composition	ADU	Low Willingness, High Capability	4	0	1	0	8	0	0	0	9	2	3	0	3	0
Your grandparent(s) (including in-laws)	Household Composition	ADU	Low Willingness, High Capability	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Your child (birth, adopted, step or foster)	Household Composition	ADU	Low Willingness, High Capability	20	3	6	0	12	1	0	0	60	13	12	3	16	0
Multiple of your children (birth, adopted, step or foster)	Household Composition	ADU	Low Willingness, High Capability	9	4	3	3	8	2	0	0	26	7	2	5	28	0
Your grandchild(ren)	Household Composition	ADU	Low Willingness, High Capability	1	0	0	0	0	0	0	0	2	1	0	0	2	0
Your sibling(s)	Household Composition	ADU	Low Willingness, High Capability	0	0	0	0	0	0	0	0	1	0	1	0	2	0
Other relative(s)	Household Composition	ADU	Low Willingness, High Capability	1	0	0	0	1	0	0	0	5	0	1	0	0	0
Other non-relative(s)	Household Composition	ADU	Low Willingness, High Capability	0	0	0	0	4	0	0	0	10	1	1	0	2	0
Getting a permit would be complicated	Barriers	ADU	Low Willingness, High Capability	17	6	8	6	20	9	0	1	82	17	10	4	42	1
The building process would be stressful or disruptive	Barriers	ADU	Low Willingness, High Capability	11	3	10	5	18	4	0	1	58	18	7	2	23	1
The potential returns are not worth the investment	Barriers	ADU	Low Willingness, High Capability	16	3	8	5	14	6	1	0	38	7	7	3	15	0
It doesn't align with my plan and vision for my property or future property	Barriers	ADU	Low Willingness, High Capability	32	7	11	8	18	4	0	0	84	24	20	11	28	1
People in my neighbourhood would object	Barriers	ADU	Low Willingness, High Capability	20	3	2	3	7	1	1	0	45	8	7	1	17	1
Finding and managing tenants puts me off building an ADU on my property	Barriers	ADU	Low Willingness, High Capability	34	4	13	6	33	7	1	0	87	15	16	8	33	1
It would not give me enough privacy	Barriers	ADU	Low Willingness, High Capability	24	5	10	7	25	5	0	0	82	15	12	6	40	1
It would leave me with too little outdoor space	Barriers	ADU	Low Willingness, High Capability	30	2	12	3	30	7	2	0	93	10	16	8	41	0
It would negatively impact the value of my property	Barriers	ADU	Low Willingness, High Capability	9	2	3	0	7	1	0	0	23	4	7	1	12	0
I would feel a sense of shame or disappointment in myself	Barriers	ADU	Low Willingness, High Capability	1	1	0	0	2	0	0	0	3	0	1	0	2	0
People I care about would think less of me	Barriers	ADU	Low Willingness, High Capability	0	0	0	0	1	0	0	0	2	0	0	0	3	0
It would increase the value of my property	Drivers	ADU	Low Willingness, High Capability	14	4	4	1	18	7	0	1	43	9	5	6	30	0
It would help me accommodate my growing family	Drivers	ADU	Low Willingness, High Capability	3	1	2	1	7	1	0	0	18	5	5	0	17	0
It would enable me to take care of older family members while maintaining our privacy	Drivers	ADU	Low Willingness, High Capability	21	3	5	2	18	3	0	1	42	14	6	4	41	0
It would allow me to accommodate guests	Drivers	ADU	Low Willingness, High Capability	14	3	6	5	6	1	0	1	42	19	11	5	33	0
It would provide space for a home office	Drivers	ADU	Low Willingness, High Capability	9	1	1	1	3	0	0	0	24	3	2	2	12	1
It would provide extra space for hobbies	Drivers	ADU	Low Willingness, High Capability	5	1	4	0	3	1	0	0	27	4	7	1	7	1
It adheres to my goal of living sustainably	Drivers	ADU	Low Willingness, High Capability	3	1	3	0	6	1	0	0	12	2	1	0	8	0
It would contribute to improving housing availability in my area	Drivers	ADU	Low Willingness, High Capability	11	1	3	3	11	2	0	0	29	3	4	1	12	0
It would provide extra income	Drivers	ADU	Low Willingness, High Capability	32	9	12	9	35	7	2	0	87	18	14	9	44	1
It would be simple	Drivers	ADU	Low Willingness, High Capability	3	1	0	0	3	0	0	0	12	2	2	0	11	0
There is high demand for short-term rentals in my area	Drivers	ADU	Low Willingness, High Capability	6	1	2	2	7	0	1	0	22	4	3	3	13	0
There is high demand for long-term rentals in my area	Drivers	ADU	Low Willingness, High Capability	7	0	3	3	15	2	1	0	22	6	6	1	8	0
I have access to incentive programs (e.g. federal, provincial or municipal) to build an ADU	Drivers	ADU	Low Willingness, High Capability	6	2	4	4	6	1	0	0	18	6	4	2	10	1
I have access to other financing opportunities (e.g. contributions from family) to build an ADU	Drivers	ADU	Low Willingness, High Capability	2	0	0	2	4	0	0	0	14	1	2	1	3	0
It would allow me to both downsize and continue living here as I grow older	Drivers	ADU	Low Willingness, High Capability	8	0	4	6	10	0	2	0	28	2	7	1	14	1
I would not be able to afford it within the next 5 years	Barriers	ADU	Low Willingness, High Capability	8	0	2	5	9	1	0	0	21	3	3	2	25	0
There are no financing options that would allow me to borrow money	Barriers	ADU	Low Willingness, High Capability	8	3	1	1	7	1	1	0	30	2	3	1	22	0
My property would not be suitable for it	Barriers	ADU	Low Willingness, High Capability	45	3	16	3	43	9	3	0	124	16	19	8	54	0
I don't know what the local regulations are about it	Barriers	ADU	Low Willingness, High Capability	28	9	26	6	20	10	1	0	126	29	30	9	75	1
Local regulations do not allow me to build it	Barriers	ADU	Low Willingness, High Capability	14	5	7	2	16	9	0	0	63	15	15	6	45	1
The information comes directly from other customers, e.g. online reviews or forums	Sources of Trust	ADU	Low Willingness, High Capability	15	3	5	5	13	5	1	0	50	11	5	5	26	0
I can verify the information myself through other sources	Sources of Trust	ADU	Low Willingness, High Capability	75	13	24	15	76	14	3	1	186	47	35	20	90	2
The information comes from a governmental organisation	Sources of Trust	ADU	Low Willingness, High Capability	30	5	19	6	34	8	1	0	110	22	22	10	63	0
The information comes from a non-profit organisation	Sources of Trust	ADU	Low Willingness, High Capability	16	5	5	2	19	6	0	1	65	16	12	5	24	0
The information comes from an expert or professional	Sources of Trust	ADU	Low Willingness, High Capability	55	9	24	8	54	8	3	0	122	32	21	14	74	2
The source of the information doesn’t have a financial or political motivation	Sources of Trust	ADU	Low Willingness, High Capability	49	8	20	9	55	14	1	1	134	35	25	13	50	1
The information is formatted and presented professionally	Sources of Trust	ADU	Low Willingness, High Capability	32	5	9	7	26	4	0	0	96	16	10	8	46	1
The information is presented in a visual way (e.g., videos, images, graphs)	Sources of Trust	ADU	Low Willingness, High Capability	13	3	8	5	17	1	0	0	64	12	7	3	35	0
Information about risks	Key Pieces of Information	ADU	Low Willingness, High Capability	45	7	22	4	41	8	1	1	133	39	31	12	72	2
Information about the financial benefits associated with the innovation	Key Pieces of Information	ADU	Low Willingness, High Capability	48	4	22	7	47	11	2	1	141	36	25	10	69	2
Information about the lifestyle, wellbeing or broader social benefits of the innovation	Key Pieces of Information	ADU	Low Willingness, High Capability	24	4	3	5	20	3	0	0	60	8	10	5	39	0
Testimonials from people who have previously adopted the innovation	Key Pieces of Information	ADU	Low Willingness, High Capability	19	6	9	5	19	4	0	0	65	17	10	10	28	0
Detailed information about the process and timelines	Key Pieces of Information	ADU	Low Willingness, High Capability	43	8	20	12	39	7	2	0	110	32	16	13	40	2
Information about the organisation providing the innovation	Key Pieces of Information	ADU	Low Willingness, High Capability	23	6	13	3	20	6	1	0	73	16	12	5	37	0
Information about ways to save money (e.g. incentive or rebate programs, additional perks)	Key Pieces of Information	ADU	Low Willingness, High Capability	25	7	8	5	24	2	2	0	56	12	7	7	39	0
Information about how the innovation complies with rules in your area	Key Pieces of Information	ADU	Low Willingness, High Capability	33	5	10	5	37	8	1	1	85	16	16	9	30	0
Information about the environmental impact of the innovation	Key Pieces of Information	ADU	Low Willingness, High Capability	10	1	3	3	20	5	0	0	46	10	2	1	17	0
Man	Gender	ADU	Low Willingness, Low Capability	134	36	37	36	146	35	2	2	369	70	58	23	461	4
Woman	Gender	ADU	Low Willingness, Low Capability	174	32	65	41	213	30	7	4	596	101	86	30	447	3
Non-binary	Gender	ADU	Low Willingness, Low Capability	2	0	0	0	1	0	0	0	2	1	0	0	1	0
Prefer not to answer	Gender	ADU	Low Willingness, Low Capability	0	0	0	0	2	0	0	0	1	0	1	1	2	0
25 to 34 years	Age Group	ADU	Low Willingness, Low Capability	37	4	17	1	41	4	0	0	98	9	16	6	92	0
35 to 44 years	Age Group	ADU	Low Willingness, Low Capability	53	8	17	7	58	5	5	0	164	15	21	6	142	0
45 to 54 years	Age Group	ADU	Low Willingness, Low Capability	75	16	27	17	77	8	2	1	218	43	32	10	198	2
55 to 64 years	Age Group	ADU	Low Willingness, Low Capability	66	12	15	24	81	14	1	2	213	41	36	15	236	1
65 to 74 years	Age Group	ADU	Low Willingness, Low Capability	49	19	16	20	63	19	0	3	163	41	22	12	141	2
75 to 84 years	Age Group	ADU	Low Willingness, Low Capability	23	7	10	8	33	14	1	0	77	20	12	5	73	2
85 years and over	Age Group	ADU	Low Willingness, Low Capability	7	2	0	0	9	1	0	0	35	3	6	0	29	0
$100,001 - $130,000	Household Income	ADU	Low Willingness, Low Capability	50	9	16	8	69	8	5	3	164	20	21	7	182	1
$40,000 - $70,000	Household Income	ADU	Low Willingness, Low Capability	61	23	26	16	84	17	1	2	223	32	29	15	176	2
$70,001 - $100,000	Household Income	ADU	Low Willingness, Low Capability	69	11	16	18	73	9	0	0	169	40	25	9	197	2
Less than $40,000	Household Income	ADU	Low Willingness, Low Capability	43	14	26	22	55	17	2	0	147	33	32	10	96	2
More than $130,000	Household Income	ADU	Low Willingness, Low Capability	54	9	6	8	53	8	1	1	157	28	21	4	167	0
Prefer not to answer	Household Income	ADU	Low Willingness, Low Capability	33	2	12	5	28	6	0	0	108	19	17	9	93	0
Owners	Ownership Status	ADU	Low Willingness, Low Capability	265	59	75	73	295	54	7	5	813	160	119	50	809	7
Non-Owners	Ownership Status	ADU	Low Willingness, Low Capability	45	9	27	4	67	11	2	1	155	12	26	4	102	0
Single-family home	Type of Housing	ADU	Low Willingness, Low Capability	196	46	61	74	161	46	3	4	571	149	108	45	584	5
Accessory Dwelling Unit	Type of Housing	ADU	Low Willingness, Low Capability	1	0	0	0	1	1	1	0	1	0	0	0	0	0
Apartment (in a building with more than 12 units)	Type of Housing	ADU	Low Willingness, Low Capability	16	1	8	0	43	3	0	0	52	3	12	0	32	0
Condominium	Type of Housing	ADU	Low Willingness, Low Capability	34	2	2	0	74	1	1	0	137	2	11	1	99	1
Duplex, triplex or fourplex	Type of Housing	ADU	Low Willingness, Low Capability	21	5	9	0	18	2	2	2	29	2	7	1	84	0
Larger multiplex (5 - 12 units)	Type of Housing	ADU	Low Willingness, Low Capability	2	1	4	0	1	0	0	0	0	0	3	0	23	0
Mobile home	Type of Housing	ADU	Low Willingness, Low Capability	5	7	9	2	9	8	0	0	4	10	0	6	9	1
Townhouse, row house or semi-detached house	Type of Housing	ADU	Low Willingness, Low Capability	29	2	8	0	53	3	1	0	168	5	3	1	75	0
Other	Type of Housing	ADU	Low Willingness, Low Capability	6	4	1	1	2	1	1	0	6	1	1	0	5	0
I live alone	Household Composition	ADU	Low Willingness, Low Capability	47	10	24	11	85	20	1	2	206	25	35	5	164	2
Your spouse or common-law partner	Household Composition	ADU	Low Willingness, Low Capability	219	54	60	62	235	41	5	4	627	130	86	47	668	5
Your parent(s) (including in-laws)	Household Composition	ADU	Low Willingness, Low Capability	15	2	8	2	25	2	0	0	50	10	3	1	31	0
Your grandparent(s) (including in-laws)	Household Composition	ADU	Low Willingness, Low Capability	1	0	0	0	1	0	0	0	2	0	0	0	1	0
Your child (birth, adopted, step or foster)	Household Composition	ADU	Low Willingness, Low Capability	67	14	20	12	77	3	4	2	257	27	37	10	149	0
Multiple of your children (birth, adopted, step or foster)	Household Composition	ADU	Low Willingness, Low Capability	40	8	16	5	31	1	2	0	115	22	6	6	117	0
Your grandchild(ren)	Household Composition	ADU	Low Willingness, Low Capability	3	2	2	1	4	0	0	0	12	6	1	1	6	0
Your sibling(s)	Household Composition	ADU	Low Willingness, Low Capability	8	0	1	0	9	1	0	0	33	2	1	0	9	0
Other relative(s)	Household Composition	ADU	Low Willingness, Low Capability	4	1	0	0	2	1	0	0	11	4	1	0	4	0
